"","state","district","last_name","first_name","party","url","phone","state.y","state_code","district.y","total_hh","hh_qualify","enrollments","total_support","percent_eligible","HHEoE"
"307","GA","11","Loudermilk","Barry","Republican","https://loudermilk.house.gov","202-225-2931","Georgia","13","1311",292238,88460.3237755537,23428.1978713374,13456665.719,30.2699593398373,26.484413431247
"308","IL","11","Foster","Bill","Democrat","https://foster.house.gov","202-225-3515","Illinois","17","1711",275575,80245.3141945089,18061.0348138365,8987725.6256,29.1192285927638,22.5072765869641
"309","MI","11","Stevens","Haley","Democrat","https://stevens.house.gov","202-225-8171","Michigan","26","2611",328794,106970.794098395,52041.9009317227,22377859.3439,32.5342901933718,48.6505698778426
"310","NC","11","Edwards","Charles (Chuck)","Republican","https://edwards.house.gov/","202-225-6401","North Carolina","37","3711",306151,143567.224003108,44712.3385018835,23539655.5005,46.8942528370341,31.1438344039552
"311","NJ","11","Sherrill","Mikie","Democrat","https://sherrill.house.gov","202-225-5034","New Jersey","34","3411",282932,63539.5158232196,11774.1019946421,4820019.25798,22.4575218862552,18.5303615271481
"312","NY","11","Malliotakis","Nicole","Republican","https://malliotakis.house.gov","202-225-3371","New York","36","3611",266411,119072.636056469,58706.9574636865,28446917.688,44.6950899386546,49.3034834937603
"313","OH","11","Brown","Shontel","Democrat","https://shontelbrown.house.gov","202-225-7032","Ohio","39","3911",353187,215251.528523231,135162.783905503,77653697.375,60.945484551592,62.7929496402696
"314","PA","11","Smucker","Lloyd","Republican","https://smucker.house.gov","202-225-2411","Pennsylvania","42","4211",292427,104197.81120401,28668.7427990118,14970982.1253,35.6320761092547,27.5137668130868
"315","TX","11","Pfluger","August","Republican","https://pfluger.house.gov","202-225-3605","Texas","48","4811",289405,127179.152419896,40603.127093048,20241795.3438,43.9450432507718,31.9259299346423
"316","VA","11","Connolly","Gerald","Democrat","https://connolly.house.gov","202-225-1492","Virginia","51","5111",280436,46503.9963735096,14321.3553616513,5768604.79715,16.5827484251343,30.7959669672805
"317","CA","12","Lee","Barbara","Democrat","https://lee.house.gov","202-225-2661","California","06","0612",288071,114027.094886398,42558.1485115077,20635101.0313,39.5829829751687,37.3228385357946
"318","FL","12","Bilirakis","Gus","Republican","https://bilirakis.house.gov","202-225-5755","Florida","12","1212",312540,155356.329149555,84932.8819243376,45553983.625,49.707662747026,54.6697275799921
"319","GA","12","Allen","Rick","Republican","https://allen.house.gov","202-225-2823","Georgia","13","1312",268710,149443.172707023,64509.9906027864,37205512.5,55.615039524775,43.1669038031303
"320","IL","12","Bost","Mike","Republican","https://bost.house.gov","202-225-5661","Illinois","17","1712",301706,143289.473605474,48185.9635178928,24460928.375,47.4930805504277,33.628404310121
"321","MI","12","Tlaib","Rashida","Democrat","https://tlaib.house.gov","202-225-5126","Michigan","26","2612",297164,181508.638414245,130314.890290877,62844969.125,61.0802918301829,71.7954205537415
"322","NC","12","Adams","Alma","Democrat","https://adams.house.gov","202-225-1510","North Carolina","37","3712",278976,111519.360701078,60191.9832529896,33811865.438,39.9745356952131,53.9744694325601
"323","NJ","12","Watson Coleman","Bonnie","Democrat","https://watsoncoleman.house.gov","202-225-5801","New Jersey","34","3412",279280,87864.7422833788,22166.8510915304,10840585.2504,31.4611652403963,25.2283800253331
"324","NY","12","Nadler","Jerrold","Democrat","https://nadler.house.gov","202-225-5635","New York","36","3612",376289,99857.9533918819,50720.6372772038,19483114.5626,26.5375691003144,50.792786707891
"325","OH","12","Balderson","Troy","Republican","https://balderson.house.gov","202-225-5355","Ohio","39","3912",295475,134955.401824753,67936.7293915706,35851606.251,45.674050875625,50.3401334611194
"326","PA","12","Lee","Summer","Democrat","https://summerlee.house.gov/","202-225-2135","Pennsylvania","42","4212",335519,157210.405254882,50760.3804499777,28167865.4375,46.855887521983,32.2881811593074
"327","TX","12","Granger","Kay","Republican","https://kaygranger.house.gov","202-225-5071","Texas","48","4812",285703,97280.5256897819,42266.9761898084,20505521.5011,34.0495289478171,43.4485482989614
"328","CA","13","Duarte","John","Republican","https://duarte.house.gov/","202-225-1947","California","06","0613",214351,148399.756187347,62341.3034916563,34196102.313,69.232126832787,42.0090336354418
"329","FL","13","Paulina Luna","Anna","Republican","https://luna.house.gov/","202-225-5961","Florida","12","1213",332538,147825.901942245,65882.0127799025,35736784,44.4538374388025,44.5672997183148
"330","GA","13","Scott","David","Democrat","https://davidscott.house.gov","202-225-2939","Georgia","13","1313",278069,111052.914202912,62682.05546464,35478230.5,39.9371789746114,56.4434134075126
"331","IL","13","Budzinski","Nicole (Nikki)","Democrat","https://budzinski.house.gov/","202-225-2371","Illinois","17","1713",311715,163593.219320776,73935.6219108647,42968744.938,52.481664122925,45.1947961033097
"332","MI","13","Thanedar","Shri","Democrat","https://thanedar.house.gov/","202-225-5802","Michigan","26","2613",301310,192225.878297466,151640.740293085,78000483.125,63.7967137823058,78.8867459658186
"333","NC","13","Nickel","George","Democrat","https://nickel.house.gov/","202-225-4531","North Carolina","37","3713",277091,110184.10066475,55879.2844463364,30811128.1255,39.7645902121507,50.7144716063495
"334","NY","13","Espaillat","Adriano","Democrat","https://espaillat.house.gov","202-225-4365","New York","36","3613",311318,220369.912550735,156131.07881285,84413130.75,70.7861134116031,70.8495442983421
"335","OH","13","Sykes","Emilia","Democrat","https://sykes.house.gov/","202-225-6265","Ohio","39","3913",331698,140071.772669783,86033.152553748,48004375,42.2287058317454,61.4207637370092
"336","PA","13","Joyce","John","Republican","https://johnjoyce.house.gov","202-225-2431","Pennsylvania","42","4213",305798,131303.053489335,37072.7443343531,19452924.5318,42.9378391910133,28.2344875836146
"337","TX","13","Jackson","Ronny","Republican","https://jackson.house.gov","202-225-3706","Texas","48","4813",283675,137046.065870224,40401.9816188258,22068612.8125,48.3109424060011,29.4805847670846
"338","CA","14","Swalwell","Eric","Democrat","https://swalwell.house.gov","202-225-5065","California","06","0614",246606,68239.8422886491,23464.9249069447,11348983.5628,27.6716066473034,34.3859600491015
"339","FL","14","Castor","Kathy","Democrat","https://castor.house.gov","202-225-3376","Florida","12","1214",320558,142052.749096001,99361.4259931131,57651519.875,44.3142111867434,69.9468518739919
"340","GA","14","Greene","Marjorie","Republican","https://greene.house.gov","202-225-5211","Georgia","13","1314",273774,118429.871734945,53849.7285820233,29029224.188,43.2582610967238,45.4697178956195
"341","IL","14","Underwood","Lauren","Democrat","https://underwood.house.gov","202-225-2976","Illinois","17","1714",263880,92730.6702824532,25846.8539422581,13063574.6253,35.1412271799504,27.8730368965627
"342","NC","14","Jackson","Jeffrey","Democrat","https://jeffjackson.house.gov/","202-225-5634","North Carolina","37","3714",306755,98221.9229638507,52574.0802399131,30415127.438,32.0196648673536,53.5258103827414
"343","NY","14","Ocasio-Cortez","Alexandria","Democrat","https://ocasio-cortez.house.gov","202-225-3965","New York","36","3614",258900,159023.67847568,90780.9220925037,44340473.8755,61.4228190327075,57.0864181753834
"344","OH","14","Joyce","David","Republican","https://joyce.house.gov","202-225-5731","Ohio","39","3914",320712,130898.538695023,71662.4534476515,37507050.1875,40.8149800116688,54.746564905981
"345","PA","14","Reschenthaler","Guy","Republican","https://reschenthaler.house.gov","202-225-2065","Pennsylvania","42","4214",320439,148750.515550054,41438.0247027407,23097369,46.4208525023652,27.8573990480033
"346","TX","14","Weber","Randy","Republican","https://weber.house.gov","202-225-2831","Texas","48","4814",283467,118581.693231408,46929.9549184576,25608162.125,41.8326271599193,39.5760539756126
"347","CA","15","Mullin","Kevin","Democrat","https://kevinmullin.house.gov/","202-225-3531","California","06","0615",255508,69371.6348625378,18932.6848952404,9798593.188,27.1504746867174,27.291680429265
"348","FL","15","Lee","Laurel","Republican","https://laurellee.house.gov/","202-225-5626","Florida","12","1215",294359,152835.705985522,84289.9967721533,46461392.75,51.921533224913,55.1507229469914
"349","IL","15","Miller","Mary","Republican","https://marymiller.house.gov","202-225-5271","Illinois","17","1715",303789,126644.657499406,34697.630099094,16162844.2815,41.6883618233069,27.3976263856664
"350","NY","15","Torres","Ritchie","Democrat","https://ritchietorres.house.gov","202-225-4361","New York","36","3615",280725,246659.551427297,143598.214275637,73804293.375,87.8651888600222,58.2171715811144
"351","OH","15","Carey","Mike","Republican","https://carey.house.gov","202-225-2015","Ohio","39","3915",312952,103668.381627292,72599.8864611753,38382040.4375,33.1259687195774,70.0308862949033
"352","PA","15","Thompson","Glenn","Republican","https://thompson.house.gov","202-225-5121","Pennsylvania","42","4215",299458,142946.006388358,34085.9932598985,17549676.7189,47.7349098666117,23.845362400187
"353","TX","15","De La Cruz","Mónica","Republican","https://delacruz.house.gov/","202-225-9901","Texas","48","4815",239047,157983.659267063,92856.2209710062,52835011.625,66.088952911797,58.7758388442171
"354","CA","16","Eshoo","Anna","Democrat","https://eshoo.house.gov","202-225-8104","California","06","0616",268004,68984.972630889,16905.8703662783,9180606.4693,25.7402772461937,24.5065986424825
"355","FL","16","Buchanan","Vern","Republican","https://buchanan.house.gov","202-225-5015","Florida","12","1216",295133,123828.451472743,55817.9298317997,27622355.3755,41.9568301317518,45.0768213346238
"356","IL","16","LaHood","Darin","Republican","https://lahood.house.gov","202-225-6201","Illinois","17","1716",301314,102692.44622523,28854.9392387552,12395646.3442,34.0815382707839,28.0984047993844
"357","NY","16","Bowman","Jamaal","Democrat","https://bowman.house.gov","202-225-2464","New York","36","3616",285381,119768.901588441,47638.5644102611,22538459.8755,41.9680713111389,39.775403947479
"358","PA","16","Kelly","Mike","Republican","https://kelly.house.gov","202-225-5406","Pennsylvania","42","4216",312401,147133.533021233,62004.8673928783,35097447.6875,47.097651102664,42.1419007072508
"359","TX","16","Escobar","Veronica","Democrat","https://escobar.house.gov","202-225-4831","Texas","48","4816",264839,149496.188895486,70529.4454480511,43409986.9375,56.4479509798352,47.1780892671176
"360","CA","17","Khanna","Ro","Democrat","https://khanna.house.gov","202-225-2631","California","06","0617",262262,59709.1068028967,18468.0758817466,9144573.5473,22.7669684525005,30.9300823117498
"361","FL","17","Steube","W.","Republican","https://steube.house.gov","202-225-5792","Florida","12","1217",339651,135638.522998751,32854.1491724594,14802100.3752,39.9346750042695,24.2218423248105
"362","IL","17","Sorensen","Eric","Democrat","https://sorensen.house.gov/","202-225-5905","Illinois","17","1717",314810,177791.191650983,56437.9477483379,32091996.063,56.4757128588618,31.7439504309807
"363","NY","17","Lawler","Michael","Republican","https://lawler.house.gov/","202-225-6506","New York","36","3617",258714,80195.9388398179,23599.0395047097,10945654.4222,30.9979123046367,29.4267263980113
"364","PA","17","Deluzio","Chris","Democrat","https://deluzio.house.gov/","202-225-2301","Pennsylvania","42","4217",328470,114451.143230941,31887.7454499838,16182156.6877,34.8437127381316,27.8614477320163
"365","TX","17","Sessions","Pete","Republican","https://sessions.house.gov","202-225-6105","Texas","48","4817",280539,140218.937713594,41742.0143090274,21762132.5318,49.9819767353538,29.7691702630696
"366","CA","18","Lofgren","Zoe","Democrat","https://lofgren.house.gov","202-225-3072","California","06","0618",214771,94385.8618381114,40702.0366663086,22107324.0625,43.947209743453,43.1230227426644
"367","FL","18","Franklin","C.","Republican","https://franklin.house.gov","202-225-1252","Florida","12","1218",284392,176775.512266241,86214.5992024674,45332262.375,62.1591016154608,48.7706685712327
"368","NY","18","Ryan","Patrick","Democrat","","202-225-5614","New York","36","3618",281495,122815.999131588,47129.5039998173,24935098.1563,43.6299043079232,38.3740753102708
"369","TX","18","Jackson Lee","Sheila","Democrat","https://jacksonlee.house.gov","202-225-3816","Texas","48","4818",275567,145551.867711286,55068.2425301945,30568680.3755,52.8190486202216,37.8341023005124
"370","CA","19","Panetta","Jimmy","Democrat","https://panetta.house.gov","202-225-2861","California","06","0619",267823,83102.171817651,25623.2312403715,12064792.7192,31.0287659452889,30.8334074548568
"371","FL","19","Donalds","Byron","Republican","https://donalds.house.gov","202-225-2536","Florida","12","1219",331600,125556.030342618,26310.0688177632,12554951.8753,37.8637003445771,20.954842826719
"372","NY","19","Molinaro","Marcus","Republican","https://molinaro.house.gov/","202-225-5441","New York","36","3619",315763,158999.346615691,68627.5390508776,35235629.6875,50.3540144398462,43.1621516135871
"373","TX","19","Arrington","Jodey","Republican","https://arrington.house.gov","202-225-4005","Texas","48","4819",282694,125601.118421725,33615.9131180279,19110937.4688,44.4300616290848,26.764023712876
"374","CA","20","McCarthy","Kevin","Republican","https://kevinmccarthy.house.gov","202-225-2915","California","06","0620",259490,119957.92963747,66019.6692498539,28865732.563,46.2283439197927,55.0356858019931
"375","FL","20","Cherfilus-McCormick","Sheila","Democrat","https://cherfilus-mccormick.house.gov","202-225-1313","Florida","12","1220",280213,169463.434258865,61910.9554401978,35968659.938,60.4766496411176,36.5335186973877
"376","NY","20","Tonko","Paul","Democrat","https://tonko.house.gov","202-225-5076","New York","36","3620",323688,125232.339996578,79500.0139930018,38097728.2505,38.6892130683182,63.4820159035391
"377","TX","20","Castro","Joaquin","Democrat","https://castro.house.gov","202-225-3236","Texas","48","4820",281635,143049.622126577,67043.1025811683,43422387.5,50.7925584982609,46.8670252912975
"378","CA","21","Costa","Jim","Democrat","https://costa.house.gov","202-225-3341","California","06","0621",226959,180569.248314214,84339.1374471757,48592726.625,79.56029428849,46.7073647559382
"379","FL","21","Mast","Brian","Republican","https://mast.house.gov","202-225-3026","Florida","12","1221",310687,117821.22828417,32504.500467174,16043348.7189,37.9228060022369,27.5879830320368
"380","NY","21","Stefanik","Elise","Republican","https://stefanik.house.gov","202-225-4611","New York","36","3621",311103,145663.615660579,79189.0699918131,35707739.3125,46.8216685986889,54.3643446118604
"381","TX","21","Roy","Chip","Republican","https://roy.house.gov","202-225-4236","Texas","48","4821",302594,80246.0076708004,28078.3402357931,12606748.5941,26.5193651132542,34.9903266851369
"382","CA","22","Valadao","David","Republican","https://valadao.house.gov","202-225-4695","California","06","0622",214238,183493.381441058,102433.136342411,59354670.375,85.6493159201721,55.8238861467133
"383","FL","22","Frankel","Lois","Democrat","https://frankel.house.gov","202-225-9890","Florida","12","1222",303688,123197.858983335,42756.6270628872,18179446.5315,40.5672463131025,34.7056575623372
"384","NY","22","Williams","Brandon","Republican","https://brandonwilliams.house.gov/","202-225-3701","New York","36","3622",311108,148429.960973092,80606.2686984413,44587886.625,47.7101074138538,54.3059286480941
"385","TX","22","Nehls","Troy","Republican","https://nehls.house.gov","202-225-5951","Texas","48","4822",263468,71312.4715417534,23822.7639489761,9843451.7193,27.0668436173476,33.4061678608739
"386","CA","23","Obernolte","Jay","Republican","https://obernolte.house.gov","202-225-5861","California","06","0623",245444,146105.963052722,95294.5841245859,47411705.125,59.527209079351,65.2229259733903
"387","FL","23","Moskowitz","Jared","Democrat","https://moskowitz.house.gov/","202-225-3001","Florida","12","1223",321449,121554.126206235,26687.7523199047,11210919.2506,37.8144359466772,21.9554474643049
"388","NY","23","Langworthy","Nicholas","Republican","https://langworthy.house.gov/","202-225-3161","New York","36","3623",321527,153496.602895266,64977.0128367402,33698188.8125,47.7398796664871,42.3312383539037
"389","TX","23","Gonzales","Ernest","Republican","https://gonzales.house.gov","202-225-4511","Texas","48","4823",247996,104605.475371516,77060.0282170276,27535179.0625,42.180307493474,73.6672989089165
"390","CA","24","Carbajal","Salud","Democrat","https://carbajal.house.gov","202-225-3601","California","06","0624",268361,115982.55856833,38245.1093101333,20016171.5319,43.2188576463534,32.9748798286783
"391","FL","24","Wilson","Frederica","Democrat","https://wilson.house.gov","202-225-4506","Florida","12","1224",288751,183556.565019379,78893.7870118216,42288714.5,63.5691530139737,42.9806403293134
"392","NY","24","Tenney","Claudia","Republican","https://tenney.house.gov","202-225-3665","New York","36","3624",316306,144926.173134781,70951.5495215773,36300172.125,45.8183446203298,48.9570296288668
"393","TX","24","Van Duyne","Beth","Republican","https://vanduyne.house.gov","202-225-6605","Texas","48","4824",284428,65049.2194676951,22832.7947422074,9780423.0161,22.8701884018785,35.1007974101007
"394","CA","25","Ruiz","Raul","Democrat","https://ruiz.house.gov","202-225-5330","California","06","0625",244943,171676.016986291,111789.345989721,58916101.75,70.0881498905014,65.1164606170052
"395","FL","25","Wasserman Schultz","Debbie","Democrat","https://wassermanschultz.house.gov","202-225-7931","Florida","12","1225",282554,124984.828835591,29486.9313197814,14516669.0627,44.2339619455365,23.5924084502843
"396","NY","25","Morelle","Joseph","Democrat","https://morelle.house.gov","202-225-3615","New York","36","3625",322370,150494.42570902,79565.6187556876,44542927.625,46.6837564627665,52.8694789729468
"397","TX","25","Williams","Roger","Republican","https://williams.house.gov","202-225-9896","Texas","48","4825",281458,108829.351465363,45673.7853492742,19015425.0631,38.6662846553882,41.9682601561868
"398","CA","26","Brownley","Julia","Democrat","https://juliabrownley.house.gov","202-225-5811","California","06","0626",242922,81221.2211699426,40473.9484253148,21098759.0938,33.4351031071466,49.8317408213174
"399","FL","26","Diaz-Balart","Mario","Republican","https://mariodiazbalart.house.gov","202-225-4211","Florida","12","1226",268868,148866.990927529,67178.7483229457,35853362.377,55.3680582767486,45.126691890783
"400","NY","26","Higgins","Brian","Democrat","https://higgins.house.gov","202-225-3306","New York","36","3626",333980,184519.724380317,99712.1504749333,55871308.625,55.248734768644,54.0387488707791
"401","TX","26","Burgess","Michael","Republican","https://burgess.house.gov","202-225-7772","Texas","48","4826",280668,59258.0027328768,19171.331819905,9139056.235,21.1132023361683,32.3523084406431
"402","CA","27","Garcia","Mike","Republican","https://mikegarcia.house.gov","202-225-1956","California","06","0627",230993,109514.021651372,70525.0711726717,38203117.501,47.410104051366,64.3982113972419
"403","FL","27","Salazar","Maria","Republican","https://salazar.house.gov","202-225-3931","Florida","12","1227",288622,132983.396727559,56044.3860254682,28955347.375,46.0752807227304,42.1438972116839
"404","TX","27","Cloud","Michael","Republican","https://cloud.house.gov","202-225-7742","Texas","48","4827",278672,135267.913330174,60665.4440101478,34508087.188,48.5401882249289,44.848362421375
"405","CA","28","Chu","Judy","Democrat","https://chu.house.gov","202-225-5464","California","06","0628",263644,108774.932906501,53286.2364747637,24064029.75,41.2582622424563,48.9876068418874
"406","FL","28","Gimenez","Carlos","Republican","https://gimenez.house.gov","202-225-2778","Florida","12","1228",246688,119983.758760312,60153.4529054094,32925623.2505,48.6378578448535,50.1346628301387
"407","TX","28","Cuellar","Henry","Democrat","https://cuellar.house.gov","202-225-1640","Texas","48","4828",246448,130446.736855606,88988.4431204599,53680393.125,52.9307346197194,68.2182209118522
"408","CA","29","Cárdenas","Tony","Democrat","https://cardenas.house.gov","202-225-6131","California","06","0629",232319,155559.04907022,87475.0291925976,47306601.75,66.9592452921285,56.2326844471201
"409","TX","29","Garcia","Sylvia","Democrat","https://sylviagarcia.house.gov","202-225-1688","Texas","48","4829",242677,159500.588366951,46753.77075033,26170049.126,65.7254656877047,29.3126008054385
"410","CA","30","Schiff","Adam","Democrat","https://schiff.house.gov","202-225-4176","California","06","0630",327480,154123.162762066,66612.5121850032,33020472.6885,47.0633818132606,43.2203122432927
"411","TX","30","Crockett","Jasmine","Democrat","https://crockett.house.gov/","202-225-8885","Texas","48","4830",284067,128578.454590588,74185.3695048148,40641612.063,45.2634253857675,57.6965789027651
"412","CA","31","Napolitano","Grace","Democrat","https://napolitano.house.gov","202-225-5256","California","06","0631",217179,111016.365530591,84077.3170756687,38026073.563,51.1174494451999,75.7341646646693
"413","TX","31","Carter","John","Republican","https://carter.house.gov","202-225-3864","Texas","48","4831",275983,87378.4769229414,34293.0465942849,14916992.5002,31.6608185732242,39.2465602536512
"414","CA","32","Sherman","Brad","Democrat","https://sherman.house.gov","202-225-5911","California","06","0632",287722,111322.473130646,47089.2219886169,22563417.1573,38.6909840508012,42.2998345835829
"415","TX","32","Allred","Colin","Democrat","https://allred.house.gov","202-225-2231","Texas","48","4832",308630,112161.09604427,50368.4930667215,30789290.813,36.3416051726242,44.9072760904913
"416","CA","33","Aguilar","Pete","Democrat","https://aguilar.house.gov","202-225-3201","California","06","0633",215880,117845.38442393,92887.3298311421,50082162.125,54.5883752195341,78.8213558682913
"417","TX","33","Veasey","Marc","Democrat","https://veasey.house.gov","202-225-9897","Texas","48","4833",262040,127489.259778685,66880.9113736035,39961961.313,48.652594939202,52.4600358412195
"418","CA","34","Gomez","Jimmy","Democrat","https://gomez.house.gov","202-225-6235","California","06","0634",266392,194710.613890454,95844.4293837468,53950856.25,73.0917647265887,49.2240394443365
"419","TX","34","Gonzalez","Vicente","Democrat","https://gonzalez.house.gov","202-225-2531","Texas","48","4834",234820,171078.438969216,105349.698142013,67105301.375,72.8551396683487,61.5797635147754
"420","CA","35","Torres","Norma","Democrat","https://torres.house.gov","202-225-6161","California","06","0635",217745,109387.148106612,75148.7242760201,36900317.0005,50.236353581764,68.6997746780799
"421","TX","35","Casar","Gregorio","Democrat","https://casar.house.gov/","202-225-5645","Texas","48","4835",286996,130581.16763183,67713.8561561087,37323356.875,45.4992988166489,51.8557594361739
"422","CA","36","Lieu","Ted","Democrat","https://lieu.house.gov","202-225-3976","California","06","0636",316301,99974.3394049109,28454.2468158627,13912961.9379,31.6073421851056,28.4615502190205
"423","TX","36","Babin","Brian","Republican","https://babin.house.gov","202-225-1555","Texas","48","4836",277328,117179.335815802,39813.3329219495,20922718.3448,42.2529769139078,33.9764111519912
"424","CA","37","Kamlager","Sydney","Democrat","https://kamlager-dove.house.gov/","202-225-7084","California","06","0637",252624,172106.984265316,109022.90444738,57887356,68.1277251034408,63.3460082475867
"425","TX","37","Doggett","Lloyd","Democrat","https://doggett.house.gov","202-225-4865","Texas","48","4837",344890,93626.4527724288,8395.99653382709,13744474.0941,27.1467577408533,8.96754740269254
"426","CA","38","Sánchez","Linda","Democrat","https://lindasanchez.house.gov","202-225-6676","California","06","0638",223951,101468.62782097,57409.6727918976,29017375.313,45.3084057766969,56.5787416512524
"427","TX","38","Hunt","Wesley","Republican","https://hunt.house.gov/","202-225-5646","Texas","48","4838",284202,73451.1429816757,14949.6283917324,8479885.0162,25.8446960196183,20.3531596444482
"428","CA","39","Takano","Mark","Democrat","https://takano.house.gov","202-225-2305","California","06","0639",201241,112134.061043951,81660.4715490882,39814673.125,55.7212799797013,72.8239669453169
"429","CA","40","Kim","Young","Republican","https://youngkim.house.gov","202-225-4111","California","06","0640",263521,73246.3126421855,28237.1923833101,13010796.7974,27.7952469223271,38.5510087330283
"430","CA","41","Calvert","Ken","Republican","https://calvert.house.gov","202-225-1986","California","06","0641",256638,103407.980576584,54448.4190574302,24910105.2818,40.2933238945846,52.6539815919775
"431","CA","42","Garcia","Robert","Democrat","https://robertgarcia.house.gov/","202-225-7924","California","06","0642",244579,130230.659031432,89004.4937011064,46202350.625,53.246868713762,68.3437328529718
"432","CA","43","Waters","Maxine","Democrat","https://waters.house.gov","202-225-2201","California","06","0643",229188,151348.05570367,102605.192773667,56896092.125,66.036640532519,67.7941928600406
"433","CA","44","Barragán","Nanette","Democrat","https://barragan.house.gov","202-225-8220","California","06","0644",226066,129948.717820855,75931.7248489168,41227882.375,57.4826456967676,58.4320692979789
"434","CA","45","Steel","Michelle","Republican","https://steel.house.gov","202-225-2415","California","06","0645",234912,102441.324997462,60822.5914990989,30014098.1885,43.6083831381377,59.3731011392187
"435","CA","46","Correa","J.","Democrat","https://correa.house.gov","202-225-2965","California","06","0646",210816,109296.524146069,76848.02548006,40769051.3125,51.8445109223538,70.3114999131687
"436","CA","47","Porter","Katie","Democrat","https://porter.house.gov","202-225-5611","California","06","0647",294920,92929.8368720588,29900.8058576099,15083676.7502,31.5101847524952,32.1756788390534
"437","CA","48","Issa","Darrell","Republican","https://issa.house.gov","202-225-5672","California","06","0648",250619,85986.0276286985,43528.4274409679,19514293.782,34.3094608264731,50.6226751501193
"438","CA","49","Levin","Mike","Democrat","https://mikelevin.house.gov","202-225-3906","California","06","0649",267088,87411.8446079036,32768.4815221181,15240302.095,32.7277319115436,37.4874614179635
"439","CA","50","Peters","Scott","Democrat","https://scottpeters.house.gov","202-225-0508","California","06","0650",299075,97368.397072861,43543.6949669996,19976529.6563,32.5565149453685,44.7205626014525
"440","CA","51","Jacobs","Sara","Democrat","https://sarajacobs.house.gov","202-225-2040","California","06","0651",274991,105006.990013715,54805.9519787212,27226110.0005,38.1856097158508,52.192670194206
"441","CA","52","Vargas","Juan","Democrat","https://vargas.house.gov","202-225-8045","California","06","0652",226924,130460.239731473,80278.5102623188,41360837.875,57.4907192414524,61.534848033053
"442","AK",NA,"Murkowski","Lisa","Republican","https://www.murkowski.senate.gov","202-224-6665",NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","AK",NA,"Sullivan","Dan","Republican","https://www.sullivan.senate.gov","202-224-3004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","AL",NA,"Tuberville","Tommy","Republican","https://www.tuberville.senate.gov","202-224-4124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","AL",NA,"Britt","Katie","Republican","https://www.britt.senate.gov","202-224-5744",NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","AR",NA,"Boozman","John","Republican","https://www.boozman.senate.gov/public","202-224-4843",NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","AR",NA,"Cotton","Tom","Republican","https://www.cotton.senate.gov","202-224-2353",NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","AZ",NA,"Sinema","Kyrsten","Independent","https://www.sinema.senate.gov","202-224-4521",NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","AZ",NA,"Kelly","Mark","Democrat","https://www.kelly.senate.gov","202-224-2235",NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","CA",NA,"Feinstein","Dianne","Democrat","https://www.feinstein.senate.gov","202-224-3841",NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","CA",NA,"Padilla","Alejandro","Democrat","https://www.padilla.senate.gov","202-224-3553",NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","CO",NA,"Bennet","Michael","Democrat","https://www.bennet.senate.gov/public","202-224-5852",NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","CO",NA,"Hickenlooper","John","Democrat","https://www.hickenlooper.senate.gov","202-224-5941",NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","CT",NA,"Blumenthal","Richard","Democrat","https://www.blumenthal.senate.gov","202-224-2823",NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","CT",NA,"Murphy","Christopher","Democrat","https://www.murphy.senate.gov","202-224-4041",NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","DE",NA,"Carper","Thomas","Democrat","https://www.carper.senate.gov","202-224-2441",NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","DE",NA,"Coons","Christopher","Democrat","https://www.coons.senate.gov","202-224-5042",NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","FL",NA,"Rubio","Marco","Republican","https://www.rubio.senate.gov","202-224-3041",NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","FL",NA,"Scott","Rick","Republican","https://www.rickscott.senate.gov","202-224-5274",NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","GA",NA,"Ossoff","Jon","Democrat","https://www.ossoff.senate.gov","202-224-3521",NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","GA",NA,"Warnock","Raphael","Democrat","https://www.warnock.senate.gov","202-224-3643",NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","HI",NA,"Hirono","Mazie","Democrat","https://www.hirono.senate.gov","202-224-6361",NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","HI",NA,"Schatz","Brian","Democrat","https://www.schatz.senate.gov","202-224-3934",NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","IA",NA,"Grassley","Charles","Republican","https://www.grassley.senate.gov","202-224-3744",NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","IA",NA,"Ernst","Joni","Republican","https://www.ernst.senate.gov","202-224-3254",NA,NA,NA,NA,NA,NA,NA,NA,NA
